tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,payment_type
2026-03-04 13:54:38,2026-03-04 14:35:24,2,25.0,71.66,Cash
2026-03-04 08:29:33,2026-03-04 09:24:15,1,-2.41,-1.55,No Charge
2026-03-06 03:46:49,2026-03-06 04:43:18,4,19.23,55.05,Dispute
2026-03-05 02:16:09,2026-03-05 03:13:24,1,23.64,68.65,Dispute
2026-03-05 21:03:50,2026-03-05 21:38:13,3,20.62,63.27,Credit Card
2026-03-07 04:48:55,2026-03-07 04:53:43,4,4.77,16.46,Credit Card
2026-03-01 19:33:55,2026-03-01 19:39:31,6,21.34,61.05,Cash
2026-03-03 16:00:34,2026-03-03 16:04:25,6,9.41,32.05,Cash
2026-03-03 20:30:39,2026-03-03 21:08:21,5,23.25,68.07,Dispute
2026-03-03 13:57:24,2026-03-03 14:11:47,5,13.81,37.97,Credit Card
2026-03-02 17:02:25,2026-03-02 17:07:05,3,19.98,60.35,Dispute
2026-03-02 13:09:32,2026-03-02 13:50:30,5,15.63,50.84,Dispute
2026-03-03 09:46:53,2026-03-03 10:06:11,4,8.64,29.96,Cash
2026-03-05 01:04:14,2026-03-05 02:03:34,3,22.87,66.78,Credit Card
2026-03-03 19:46:09,2026-03-03 20:10:40,4,17.02,55.03,No Charge
2026-03-05 06:31:23,2026-03-05 06:40:37,5,4.78,16.99,No Charge
2026-03-01 13:49:17,2026-03-01 14:16:04,5,8.31,25.05,Credit Card
2026-03-07 19:39:47,2026-03-07 20:21:26,4,16.09,50.07,No Charge
2026-03-05 04:37:22,2026-03-05 05:04:48,5,2.71,19.67,Dispute
2026-03-01 22:53:22,2026-03-01 22:57:21,1,22.44,63.44,Cash
2026-03-01 19:01:36,2026-03-01 19:43:08,6,6.1,19.16,No Charge
2026-03-07 13:32:03,2026-03-07 13:53:15,5,8.67,34.61,Credit Card
2026-03-07 22:44:46,2026-03-07 22:51:01,2,16.98,46.55,Cash
2026-03-01 05:09:44,2026-03-01 05:56:03,1,5.07,21.54,No Charge
2026-03-07 17:27:31,2026-03-07 17:58:47,4,8.79,25.72,Cash
2026-03-05 08:49:25,2026-03-05 09:44:35,1,15.45,47.26,Dispute
2026-03-05 21:48:01,2026-03-05 22:07:35,1,7.12,27.5,No Charge
2026-03-04 01:45:01,2026-03-04 02:42:36,5,22.6,60.34,Cash
2026-03-06 06:42:19,2026-03-06 07:22:48,6,14.78,47.77,Cash
2026-03-05 04:42:54,2026-03-05 04:59:38,5,23.43,70.57,No Charge
2026-03-07 06:58:20,2026-03-07 07:51:50,5,4.0,17.01,No Charge
2026-03-03 08:28:35,2026-03-03 08:51:57,1,7.78,25.8,No Charge
2026-03-06 11:37:24,2026-03-06 12:07:07,5,13.26,39.46,Credit Card
2026-03-01 15:26:35,2026-03-01 15:49:53,3,15.02,44.96,Dispute
2026-03-01 19:42:31,2026-03-01 20:22:49,1,17.28,-5.65,Credit Card
2026-03-02 15:03:47,2026-03-02 15:27:30,5,24.29,72.17,Dispute
2026-03-02 16:57:31,2026-03-02 17:36:16,3,12.27,36.05,Dispute
2026-03-06 14:04:42,2026-03-06 14:19:05,6,17.15,55.08,Credit Card
2026-03-06 00:24:14,2026-03-06 01:24:12,6,13.19,43.15,Credit Card
2026-03-04 18:46:35,2026-03-04 19:11:12,1,8.09,27.93,Dispute
2026-03-03 10:09:00,2026-03-03 10:52:57,6,6.84,-5.54,Cash
2026-03-01 10:13:22,2026-03-01 10:20:43,6,16.77,-6.51,Cash
2026-03-02 17:09:36,2026-03-02 17:59:44,1,21.15,57.61,Dispute
2026-03-04 17:34:17,2026-03-04 17:40:37,3,1.22,6.93,Credit Card
2026-03-05 02:03:05,2026-03-05 02:26:20,5,2.08,10.72,Credit Card
2026-03-03 19:00:33,2026-03-03 19:16:58,1,16.75,50.88,Cash
2026-03-04 01:15:57,2026-03-04 02:04:46,5,0.86,6.3,Dispute
2026-03-03 01:34:12,2026-03-03 02:00:53,6,4.84,24.53,Credit Card
2026-03-01 14:01:47,2026-03-01 14:19:58,3,9.49,33.9,Dispute
2026-03-02 12:14:48,2026-03-02 12:34:45,2,24.79,73.47,No Charge
2026-03-03 00:38:07,2026-03-03 01:13:25,4,12.66,34.88,No Charge
2026-03-02 23:06:55,2026-03-02 23:40:37,1,1.91,17.5,Credit Card
2026-03-01 04:37:02,2026-03-01 05:15:39,6,2.02,13.66,Dispute
2026-03-01 18:21:33,2026-03-01 18:27:47,6,15.16,41.23,Cash
2026-03-02 13:22:49,2026-03-02 13:44:28,5,20.35,57.91,No Charge
2026-03-06 22:07:27,2026-03-06 22:21:04,3,16.94,50.94,Dispute
2026-03-04 09:47:19,2026-03-04 10:28:39,3,10.35,38.57,Credit Card
2026-03-01 20:29:00,2026-03-01 21:12:33,5,2.96,16.17,Cash
2026-03-01 22:10:46,2026-03-01 22:46:26,1,4.48,19.81,Cash
2026-03-03 13:51:30,2026-03-03 14:44:02,1,2.82,13.96,No Charge
2026-03-02 07:30:19,2026-03-02 08:27:33,2,11.98,35.42,No Charge
2026-03-01 23:30:45,2026-03-02 00:10:43,1,11.79,34.08,Dispute
2026-03-04 23:38:26,2026-03-04 23:44:07,5,14.3,47.74,Credit Card
2026-03-04 17:22:11,2026-03-04 18:19:14,5,2.77,14.53,Credit Card
2026-03-03 13:14:17,2026-03-03 13:21:53,4,17.14,54.64,Credit Card
2026-03-07 06:46:58,2026-03-07 07:35:32,4,15.73,51.23,Dispute
2026-03-04 07:10:09,2026-03-04 07:28:23,2,17.66,54.55,Dispute
2026-03-07 10:36:14,2026-03-07 11:30:33,4,21.12,64.23,Cash
2026-03-05 05:28:46,2026-03-05 06:11:43,1,2.11,12.14,No Charge
2026-03-05 14:55:20,2026-03-05 15:54:20,5,15.87,44.73,Cash
2026-03-01 20:57:55,2026-03-01 21:17:01,2,21.5,-2.81,Cash
2026-03-03 07:45:03,2026-03-03 08:44:19,1,24.48,66.56,No Charge
2026-03-07 07:57:48,2026-03-07 08:55:06,5,7.24,26.87,Credit Card
2026-03-06 21:26:10,2026-03-06 22:04:55,2,12.43,40.15,Credit Card
2026-03-03 23:11:27,2026-03-03 23:45:33,5,13.0,40.75,No Charge
2026-03-05 05:35:12,2026-03-05 06:17:55,4,17.21,49.78,Credit Card
2026-03-02 02:36:33,2026-03-02 03:27:38,4,15.37,-7.25,Cash
2026-03-03 21:05:04,2026-03-03 21:31:33,5,1.13,8.55,Credit Card
2026-03-07 16:27:19,2026-03-07 17:08:08,6,12.44,34.48,Cash
2026-03-06 14:46:34,2026-03-06 15:41:02,6,5.18,20.78,Credit Card
2026-03-03 13:11:14,2026-03-03 13:28:01,6,14.1,43.41,Credit Card
2026-03-04 19:01:00,2026-03-04 19:57:27,1,8.49,32.98,Credit Card
2026-03-04 09:40:59,2026-03-04 10:31:18,5,16.05,49.75,Cash
2026-03-06 20:45:14,2026-03-06 20:55:49,4,20.35,61.81,Credit Card
2026-03-03 21:46:05,2026-03-03 22:41:24,2,18.18,57.64,Credit Card
2026-03-01 02:37:42,2026-03-01 03:35:42,5,11.81,35.06,No Charge
2026-03-06 14:42:57,2026-03-06 15:24:04,1,9.32,31.14,Cash
2026-03-02 01:35:46,2026-03-02 02:30:00,1,12.52,36.82,Credit Card
2026-03-06 17:22:57,2026-03-06 17:45:51,6,22.72,62.03,No Charge
2026-03-06 07:20:24,2026-03-06 08:01:42,5,-0.7,4.91,Credit Card
2026-03-03 04:04:16,2026-03-03 04:08:10,1,1.16,14.91,Credit Card
2026-03-05 23:37:55,2026-03-06 00:05:18,5,10.12,35.0,Cash
2026-03-07 06:53:50,2026-03-07 07:41:34,3,16.17,53.03,Credit Card
2026-03-07 09:27:51,2026-03-07 09:44:34,3,3.55,18.39,Cash
2026-03-04 23:05:12,2026-03-04 23:39:01,6,7.86,-7.12,Cash
2026-03-05 14:31:13,2026-03-05 14:55:17,4,13.25,44.25,No Charge
2026-03-01 20:08:55,2026-03-01 20:52:22,2,24.98,66.44,No Charge
2026-03-04 11:20:22,2026-03-04 12:15:32,3,19.26,59.84,Cash
2026-03-05 12:31:57,2026-03-05 12:55:34,4,15.9,50.93,Credit Card
2026-03-05 12:27:49,2026-03-05 13:25:54,2,5.99,20.74,Cash
2026-03-01 01:06:24,2026-03-01 01:31:35,3,6.55,28.47,No Charge
2026-03-05 09:27:10,2026-03-05 09:34:15,3,20.67,55.36,No Charge
2026-03-07 23:21:18,2026-03-08 00:08:32,4,2.79,18.75,No Charge
2026-03-01 05:50:00,2026-03-01 06:37:06,3,11.45,32.87,No Charge
2026-03-07 16:44:23,2026-03-07 16:58:04,5,23.28,68.21,Credit Card
2026-03-04 12:04:27,2026-03-04 12:08:35,5,10.05,30.06,Cash
2026-03-04 02:24:52,2026-03-04 02:50:39,6,13.84,45.76,No Charge
2026-03-02 16:07:04,2026-03-02 16:16:22,2,15.83,-0.51,No Charge
2026-03-07 02:46:52,2026-03-07 02:56:54,5,11.93,35.96,Cash
2026-03-05 22:35:02,2026-03-05 23:19:22,2,-0.84,-2.93,Credit Card
2026-03-03 12:51:36,2026-03-03 13:19:06,4,17.48,-4.96,Credit Card
2026-03-05 14:37:27,2026-03-05 15:31:57,1,23.55,64.31,No Charge
2026-03-04 13:02:31,2026-03-04 13:55:53,4,2.06,17.81,No Charge
2026-03-03 23:38:10,2026-03-03 23:41:44,6,14.54,44.0,Credit Card
2026-03-06 19:29:25,2026-03-06 20:24:02,2,1.73,11.21,No Charge
2026-03-03 08:57:42,2026-03-03 09:38:40,3,10.25,28.9,No Charge
2026-03-02 22:58:22,2026-03-02 23:50:00,4,10.43,30.28,No Charge
2026-03-03 05:46:48,2026-03-03 06:00:55,5,14.07,45.92,Credit Card
2026-03-02 17:30:14,2026-03-02 18:11:43,4,5.72,20.62,Credit Card
2026-03-02 13:30:03,2026-03-02 13:43:58,1,21.88,60.12,Dispute
2026-03-02 16:26:12,2026-03-02 16:57:10,5,12.91,39.51,No Charge
2026-03-04 06:39:32,2026-03-04 06:49:43,3,3.56,19.67,Dispute
2026-03-02 15:57:58,2026-03-02 16:09:50,5,10.14,32.99,Credit Card
2026-03-02 08:56:01,2026-03-02 09:47:53,5,19.39,58.76,Dispute
2026-03-02 10:16:24,2026-03-02 10:56:35,6,22.02,66.63,Dispute
2026-03-06 17:11:03,2026-03-06 18:07:31,4,16.2,44.62,Cash
2026-03-06 04:15:21,2026-03-06 04:36:28,4,1.16,10.83,Credit Card
2026-03-07 18:58:34,2026-03-07 19:05:39,1,8.65,30.21,Cash
2026-03-02 18:00:33,2026-03-02 18:32:00,2,24.75,71.06,Credit Card
2026-03-04 20:00:50,2026-03-04 20:55:58,3,3.39,17.97,Credit Card
2026-03-06 21:22:58,2026-03-06 21:31:51,3,5.49,25.06,Cash
2026-03-05 01:27:56,2026-03-05 02:12:22,5,3.02,-1.17,Cash
2026-03-03 21:51:37,2026-03-03 22:50:32,1,20.21,60.64,No Charge
2026-03-04 18:40:28,2026-03-04 19:19:51,4,11.4,40.28,Credit Card
2026-03-05 02:14:54,2026-03-05 02:30:03,3,15.73,44.31,Credit Card
2026-03-02 19:34:29,2026-03-02 20:16:55,1,22.04,63.43,Dispute
2026-03-03 07:12:14,2026-03-03 07:42:01,4,20.1,59.03,Cash
2026-03-02 05:34:21,2026-03-02 06:19:31,2,1.34,12.13,Credit Card
2026-03-02 11:16:51,2026-03-02 12:11:36,1,6.32,27.56,Dispute
2026-03-07 17:15:23,2026-03-07 18:12:26,3,19.35,57.42,Dispute
2026-03-05 11:03:26,2026-03-05 11:14:20,4,2.03,12.11,No Charge
2026-03-04 04:25:34,2026-03-04 04:46:28,6,3.44,11.94,Credit Card
2026-03-01 12:34:59,2026-03-01 13:25:21,3,3.22,12.25,Credit Card
2026-03-03 02:16:25,2026-03-03 02:43:43,2,11.43,37.0,Cash
2026-03-05 03:32:42,2026-03-05 03:53:54,4,12.85,43.18,Dispute
2026-03-06 11:31:14,2026-03-06 12:13:10,5,17.01,49.15,Cash
2026-03-07 22:50:43,2026-03-07 23:29:47,4,20.16,54.15,Credit Card
2026-03-06 19:29:20,2026-03-06 19:46:33,1,22.21,-7.64,No Charge
2026-03-05 04:44:24,2026-03-05 05:34:59,4,2.68,12.23,Dispute
2026-03-02 21:38:11,2026-03-02 22:13:43,4,16.37,48.84,Cash
2026-03-01 19:50:55,2026-03-01 20:15:26,4,12.8,36.3,Credit Card
2026-03-05 16:48:50,2026-03-05 17:11:06,3,22.53,64.46,Cash
2026-03-02 09:41:05,2026-03-02 10:32:25,2,7.57,24.0,Dispute
2026-03-05 06:57:17,2026-03-05 07:05:49,5,24.81,70.41,No Charge
2026-03-07 13:38:38,2026-03-07 14:05:02,2,7.84,24.14,Cash
2026-03-02 21:50:41,2026-03-02 22:13:01,1,2.17,11.46,Dispute
2026-03-06 18:52:11,2026-03-06 19:08:47,5,-3.94,-4.96,Dispute
2026-03-04 01:42:02,2026-03-04 02:28:23,2,17.79,56.42,Credit Card
2026-03-04 21:20:40,2026-03-04 21:27:47,2,11.54,38.74,Cash
2026-03-07 18:27:20,2026-03-07 19:06:07,3,11.79,36.24,Dispute
2026-03-07 12:08:38,2026-03-07 12:50:15,1,3.19,12.29,Credit Card
2026-03-06 19:26:52,2026-03-06 20:21:28,3,22.36,67.71,Credit Card
2026-03-02 04:04:03,2026-03-02 04:58:10,1,17.68,56.49,Dispute
2026-03-07 00:28:13,2026-03-07 00:35:36,1,24.85,73.63,Cash
2026-03-01 22:04:16,2026-03-01 22:14:19,2,-3.8,-2.09,Dispute
2026-03-06 10:07:52,2026-03-06 10:32:22,6,6.63,26.09,No Charge
2026-03-04 22:16:34,2026-03-04 22:37:08,2,12.91,35.55,Dispute
2026-03-01 05:43:49,2026-03-01 06:02:41,4,1.96,14.66,Cash
2026-03-05 20:31:12,2026-03-05 21:09:53,4,6.31,26.96,Cash
2026-03-01 01:38:59,2026-03-01 02:12:58,6,14.43,47.4,No Charge
2026-03-07 16:37:41,2026-03-07 17:33:23,4,2.71,12.47,Dispute
2026-03-07 22:27:39,2026-03-07 23:22:08,4,6.33,22.31,Cash
2026-03-06 21:52:13,2026-03-06 22:45:59,1,15.66,42.68,Credit Card
2026-03-04 00:16:29,2026-03-04 00:42:26,2,7.77,27.69,No Charge
2026-03-05 18:49:38,2026-03-05 19:31:01,1,7.73,23.94,No Charge
2026-03-04 13:17:36,2026-03-04 13:51:34,6,1.0,7.05,Dispute
2026-03-05 14:53:55,2026-03-05 15:15:48,6,7.26,26.59,Cash
2026-03-04 21:59:27,2026-03-04 22:53:33,1,-4.17,-4.77,Cash
2026-03-03 22:02:01,2026-03-03 22:42:38,4,23.91,72.05,No Charge
2026-03-04 11:45:28,2026-03-04 12:08:01,4,-1.0,8.06,Dispute
2026-03-02 22:21:39,2026-03-02 23:20:40,2,19.61,54.95,Credit Card
2026-03-03 09:42:47,2026-03-03 09:57:59,6,10.39,29.08,No Charge
2026-03-07 05:21:15,2026-03-07 06:18:53,4,20.21,58.6,No Charge
2026-03-01 21:07:13,2026-03-01 21:37:14,2,14.45,39.19,Cash
2026-03-04 00:03:08,2026-03-04 00:14:41,4,16.07,52.73,Cash
2026-03-02 22:29:31,2026-03-02 22:34:12,3,15.72,50.85,No Charge
2026-03-02 17:45:08,2026-03-02 18:30:51,5,9.56,32.26,Cash
2026-03-02 20:52:39,2026-03-02 21:25:23,4,6.62,21.06,Cash
2026-03-06 19:36:11,2026-03-06 19:51:38,1,17.73,55.51,Cash
2026-03-02 06:10:37,2026-03-02 07:10:26,1,16.51,44.85,Cash
2026-03-04 12:00:38,2026-03-04 12:46:01,5,5.7,26.76,Credit Card
2026-03-05 22:19:40,2026-03-05 22:24:42,4,3.32,13.0,Dispute
2026-03-04 19:05:17,2026-03-04 19:10:56,4,19.92,60.9,Dispute
2026-03-06 22:06:34,2026-03-06 22:22:33,5,24.16,71.73,Credit Card
2026-03-05 18:16:01,2026-03-05 19:06:16,6,8.22,29.32,Credit Card
2026-03-03 12:11:52,2026-03-03 12:27:50,3,24.57,66.34,Dispute
2026-03-06 01:56:06,2026-03-06 02:25:48,3,19.2,59.39,No Charge
2026-03-03 22:44:37,2026-03-03 23:41:39,6,7.08,24.66,Cash
2026-03-03 12:42:55,2026-03-03 13:00:52,6,22.31,63.99,Cash
2026-03-02 14:54:47,2026-03-02 15:06:00,3,15.34,50.4,No Charge
2026-03-05 22:52:47,2026-03-05 23:14:54,2,11.21,40.39,No Charge
2026-03-02 06:45:00,2026-03-02 07:22:38,6,1.8,14.89,No Charge
2026-03-07 08:47:11,2026-03-07 09:43:30,3,22.4,63.45,Credit Card
2026-03-03 23:58:00,2026-03-04 00:36:28,2,4.25,22.15,Dispute
2026-03-01 22:27:43,2026-03-01 23:02:18,6,5.57,18.34,No Charge
2026-03-03 16:28:41,2026-03-03 16:53:25,3,21.86,58.56,Credit Card
2026-03-04 11:42:47,2026-03-04 12:04:09,2,20.25,55.0,Cash
2026-03-04 09:51:36,2026-03-04 10:30:11,1,23.92,65.59,Dispute
2026-03-02 19:01:55,2026-03-02 19:16:43,6,21.98,61.66,Cash
2026-03-05 22:17:49,2026-03-05 23:06:13,3,3.51,13.93,Cash
2026-03-07 06:11:43,2026-03-07 06:56:51,6,24.97,66.26,Dispute
2026-03-07 01:15:29,2026-03-07 02:08:46,2,-4.98,-1.24,Dispute
2026-03-04 18:22:39,2026-03-04 18:38:51,3,16.49,52.03,Cash
2026-03-02 21:35:27,2026-03-02 22:03:29,2,14.17,48.02,Cash
2026-03-06 04:49:24,2026-03-06 05:01:01,4,23.76,65.73,Credit Card
2026-03-03 06:51:17,2026-03-03 07:35:42,3,15.24,45.02,Dispute
2026-03-06 07:00:58,2026-03-06 07:36:18,3,20.85,55.23,Cash
2026-03-06 04:17:36,2026-03-06 04:37:03,2,3.75,20.26,Dispute
2026-03-04 16:03:09,2026-03-04 17:00:35,2,18.84,50.39,No Charge
2026-03-07 17:48:06,2026-03-07 18:41:46,2,16.63,52.16,No Charge
2026-03-04 02:16:57,2026-03-04 02:39:25,3,-4.22,-4.84,No Charge
2026-03-07 06:53:45,2026-03-07 06:58:37,6,12.85,43.73,Cash
2026-03-04 22:54:43,2026-03-04 23:54:07,3,6.89,-4.54,Cash
2026-03-04 12:43:59,2026-03-04 13:04:36,2,13.15,43.37,Dispute
2026-03-01 15:09:14,2026-03-01 15:22:14,2,9.94,36.55,Dispute
2026-03-04 16:58:39,2026-03-04 17:54:23,1,4.34,14.28,No Charge
2026-03-01 22:57:48,2026-03-01 23:43:42,3,10.02,33.8,Cash
2026-03-02 01:49:04,2026-03-02 02:30:34,3,23.49,68.57,Dispute
2026-03-07 05:11:31,2026-03-07 05:27:26,4,2.05,10.06,Credit Card
2026-03-07 02:53:06,2026-03-07 03:52:53,2,20.33,57.95,Credit Card
2026-03-03 23:39:24,2026-03-04 00:23:12,2,18.07,51.67,Dispute
2026-03-03 06:49:11,2026-03-03 07:06:35,5,16.69,50.07,No Charge
2026-03-04 00:00:04,2026-03-04 00:15:06,6,18.45,57.3,No Charge
2026-03-03 06:18:09,2026-03-03 07:16:38,4,19.72,56.97,Dispute
2026-03-04 05:26:12,2026-03-04 06:18:41,6,23.2,63.21,Dispute
2026-03-03 09:35:49,2026-03-03 10:11:35,6,11.88,39.96,No Charge
2026-03-04 02:53:44,2026-03-04 03:27:00,4,4.53,18.08,Dispute
2026-03-05 14:09:41,2026-03-05 15:05:08,3,0.93,6.52,No Charge
2026-03-06 06:59:04,2026-03-06 07:14:53,5,3.19,15.13,No Charge
2026-03-04 18:24:11,2026-03-04 18:32:32,2,14.19,48.0,Dispute
2026-03-07 02:13:39,2026-03-07 02:26:43,6,3.71,15.28,Cash
2026-03-07 23:25:22,2026-03-08 00:23:11,1,1.64,15.97,Dispute
2026-03-05 04:46:10,2026-03-05 04:50:36,2,21.87,62.75,No Charge
2026-03-01 08:52:44,2026-03-01 09:08:45,1,11.16,-4.4,Credit Card
2026-03-03 09:01:27,2026-03-03 09:54:40,4,-1.82,-1.53,No Charge
2026-03-01 20:36:25,2026-03-01 20:55:22,5,22.02,-4.16,No Charge
2026-03-07 09:06:51,2026-03-07 09:16:15,6,17.16,46.39,Credit Card
2026-03-04 22:19:00,2026-03-04 22:35:10,3,11.52,41.24,Dispute
2026-03-06 01:54:59,2026-03-06 02:08:59,5,13.84,42.13,Credit Card
2026-03-01 08:19:15,2026-03-01 09:01:54,2,18.41,50.32,No Charge
2026-03-01 15:57:30,2026-03-01 16:46:35,6,17.9,53.93,Cash
2026-03-05 11:59:10,2026-03-05 12:15:02,3,6.14,22.87,Cash
2026-03-02 15:51:51,2026-03-02 16:44:31,2,23.52,68.64,Dispute
2026-03-07 07:09:31,2026-03-07 08:02:38,6,16.42,48.76,Dispute
2026-03-03 05:42:22,2026-03-03 06:15:39,6,3.56,21.2,Dispute
2026-03-04 09:21:20,2026-03-04 10:10:10,4,4.07,14.41,Credit Card
2026-03-05 15:15:47,2026-03-05 15:24:08,2,11.43,33.59,No Charge
2026-03-01 17:17:05,2026-03-01 17:56:30,1,10.43,35.86,Dispute
2026-03-03 21:23:34,2026-03-03 21:37:15,5,21.11,64.7,Dispute
2026-03-01 00:56:34,2026-03-01 01:55:15,3,10.44,33.93,Dispute
2026-03-03 19:34:50,2026-03-03 19:44:32,6,16.69,51.53,Credit Card
2026-03-07 19:13:00,2026-03-07 20:00:40,5,11.44,32.72,Credit Card
2026-03-01 19:45:41,2026-03-01 20:14:16,4,18.77,53.66,Cash
2026-03-03 07:24:29,2026-03-03 08:19:43,2,6.24,22.28,Dispute
2026-03-04 12:24:28,2026-03-04 12:33:36,6,6.16,25.22,No Charge
2026-03-05 12:18:03,2026-03-05 13:03:32,2,21.91,66.23,Dispute
2026-03-06 21:49:25,2026-03-06 22:44:05,4,16.16,44.57,No Charge
2026-03-05 13:05:39,2026-03-05 13:27:21,3,1.52,8.18,No Charge
2026-03-02 18:57:17,2026-03-02 19:19:46,3,11.7,32.32,No Charge
2026-03-04 22:23:40,2026-03-04 22:32:34,1,4.11,22.92,Cash
2026-03-04 18:07:28,2026-03-04 18:55:28,6,3.01,17.47,No Charge
2026-03-04 09:10:07,2026-03-04 09:49:39,1,13.57,45.17,No Charge
2026-03-03 22:46:55,2026-03-03 22:54:11,6,11.93,37.6,Dispute
2026-03-07 06:03:58,2026-03-07 06:36:17,6,5.6,19.72,Credit Card
2026-03-07 02:56:42,2026-03-07 03:18:15,6,18.96,59.3,Cash
2026-03-01 06:24:48,2026-03-01 07:01:01,4,20.37,61.37,Cash
2026-03-06 20:36:01,2026-03-06 20:41:46,6,16.4,51.38,Dispute
2026-03-06 07:00:17,2026-03-06 07:37:54,3,-1.57,4.65,Credit Card
2026-03-06 03:52:10,2026-03-06 04:20:01,2,1.84,-7.51,No Charge
2026-03-03 19:29:01,2026-03-03 20:16:45,6,13.04,45.37,Dispute
2026-03-06 12:34:57,2026-03-06 13:00:07,1,23.73,63.45,Credit Card
2026-03-05 09:03:21,2026-03-05 09:25:25,1,23.46,67.45,Cash
2026-03-02 11:52:09,2026-03-02 12:08:55,5,13.96,39.24,No Charge
2026-03-02 16:19:55,2026-03-02 16:23:17,6,24.05,65.53,No Charge
2026-03-01 00:47:59,2026-03-01 01:40:58,6,20.15,60.19,Cash
2026-03-04 04:07:20,2026-03-04 05:06:33,2,9.31,35.02,Dispute
2026-03-02 22:03:31,2026-03-02 22:39:53,1,12.97,41.76,Dispute
2026-03-02 02:42:31,2026-03-02 03:26:01,5,12.27,42.2,Credit Card
2026-03-01 01:40:46,2026-03-01 02:32:02,6,11.77,38.35,No Charge
2026-03-07 16:56:22,2026-03-07 17:16:14,4,16.84,50.41,Credit Card
2026-03-04 22:13:55,2026-03-04 22:21:15,2,5.38,19.58,No Charge
2026-03-07 19:40:15,2026-03-07 20:16:02,5,23.44,61.91,Cash
2026-03-04 05:38:47,2026-03-04 06:07:22,5,7.53,22.42,Credit Card
2026-03-06 02:25:03,2026-03-06 03:18:24,3,22.89,60.69,Dispute
2026-03-04 06:25:33,2026-03-04 07:02:06,2,15.37,48.82,No Charge
2026-03-04 00:13:45,2026-03-04 00:33:10,6,13.78,47.13,Cash
2026-03-01 12:56:50,2026-03-01 13:46:13,5,9.31,30.81,No Charge
2026-03-06 22:03:23,2026-03-06 22:27:59,2,0.98,8.26,No Charge
2026-03-01 06:29:53,2026-03-01 06:32:59,5,4.97,16.59,No Charge
2026-03-04 18:13:26,2026-03-04 18:35:22,1,16.15,49.43,Dispute
2026-03-07 21:50:49,2026-03-07 22:16:45,1,15.82,45.17,No Charge
2026-03-03 11:45:08,2026-03-03 12:11:53,4,4.19,21.71,No Charge
2026-03-07 00:35:32,2026-03-07 00:52:55,6,10.09,28.55,No Charge
2026-03-05 15:48:34,2026-03-05 15:53:25,6,5.3,20.81,Dispute
2026-03-03 00:53:24,2026-03-03 01:41:34,5,15.25,50.07,No Charge
2026-03-07 04:33:38,2026-03-07 05:33:21,1,18.35,52.42,Credit Card
2026-03-04 16:43:50,2026-03-04 17:17:22,4,19.86,61.67,Dispute
2026-03-04 01:31:32,2026-03-04 01:36:42,6,-0.28,10.84,Credit Card
2026-03-04 16:41:24,2026-03-04 17:21:41,4,5.67,21.09,Credit Card
2026-03-05 01:20:47,2026-03-05 02:16:55,5,11.97,42.45,Credit Card
2026-03-07 17:44:19,2026-03-07 18:30:19,2,13.64,41.22,Credit Card
2026-03-02 10:05:46,2026-03-02 10:26:41,2,18.44,-2.08,Cash
2026-03-02 05:06:40,2026-03-02 05:20:30,4,23.76,70.01,Credit Card
2026-03-05 23:31:25,2026-03-05 23:48:30,3,11.55,38.77,Credit Card
2026-03-01 06:36:17,2026-03-01 07:03:27,6,16.85,53.51,No Charge
2026-03-07 12:49:54,2026-03-07 13:34:56,5,-1.43,2.91,Cash
2026-03-04 19:54:09,2026-03-04 20:21:05,3,23.14,61.03,No Charge
2026-03-01 10:28:04,2026-03-01 10:33:06,5,6.69,29.27,Credit Card
2026-03-07 20:37:44,2026-03-07 20:52:25,3,6.51,19.76,Dispute
2026-03-04 00:12:44,2026-03-04 00:55:55,5,2.98,16.79,Cash
2026-03-07 13:02:18,2026-03-07 13:54:34,4,2.37,17.46,Cash
2026-03-05 07:07:13,2026-03-05 07:19:21,3,-2.8,5.28,Dispute
2026-03-05 23:06:19,2026-03-06 00:04:33,2,7.49,28.34,Credit Card
2026-03-04 08:30:14,2026-03-04 09:17:21,4,9.31,29.78,Dispute
2026-03-06 23:38:47,2026-03-06 23:50:42,5,4.89,20.37,Dispute
2026-03-02 00:58:42,2026-03-02 01:05:59,2,22.41,68.53,No Charge
2026-03-07 21:05:30,2026-03-07 21:35:51,5,1.82,10.55,Credit Card
2026-03-02 09:06:40,2026-03-02 10:06:06,4,13.08,41.34,Dispute
2026-03-07 10:12:55,2026-03-07 10:43:53,3,18.06,58.03,Credit Card
2026-03-03 01:18:13,2026-03-03 01:36:51,3,8.62,31.67,Cash
2026-03-07 23:44:02,2026-03-08 00:41:22,1,7.6,26.01,No Charge
2026-03-03 22:22:47,2026-03-03 22:39:59,4,19.16,60.62,Cash
2026-03-06 14:18:46,2026-03-06 15:11:10,4,18.0,49.24,Cash
2026-03-02 07:17:39,2026-03-02 07:59:22,1,4.46,23.95,Cash
2026-03-03 11:52:23,2026-03-03 12:49:11,5,20.89,61.1,Dispute
2026-03-01 11:27:27,2026-03-01 11:56:12,4,10.34,35.65,Cash
2026-03-06 12:12:28,2026-03-06 13:01:58,3,5.22,18.59,Credit Card
2026-03-02 07:04:01,2026-03-02 07:17:09,3,5.92,25.73,No Charge
2026-03-05 14:18:13,2026-03-05 15:13:27,3,13.47,39.94,Dispute
